Commodity,District,Region,Year,Month,Month_Name,Quarter,Season,Avg_Monthly_Price,Date
Sorghum White,Kibaale,Western,2024,6,Jun,Q2,Lean Season,1102,01/06/2024
Sorghum White,Kibaale,Western,2024,7,Jul,Q3,Early Harvest,1061,01/07/2024
Sorghum White,Kibaale,Western,2024,8,Aug,Q3,Early Harvest,1025,01/08/2024
Sorghum White,Kibaale,Western,2024,9,Sep,Q3,Early Harvest,982,01/09/2024
Sorghum White,Kibaale,Western,2024,10,Oct,Q4,Peak Lean,885,01/10/2024
Sorghum White,Kibaale,Western,2024,11,Nov,Q4,Post-Harvest,829,01/11/2024
Sorghum White,Kibaale,Western,2024,12,Dec,Q4,Post-Harvest,916,01/12/2024
Sorghum White,Kibaale,Western,2025,1,Jan,Q1,Post-Harvest,1064,01/01/2025
Sorghum White,Kibaale,Western,2025,2,Feb,Q1,Post-Harvest,1093,01/02/2025
Sorghum White,Kibaale,Western,2025,3,Mar,Q1,Lean Season,1139,01/03/2025
Sorghum White,Kibaale,Western,2025,4,Apr,Q2,Lean Season,1205,01/04/2025
Sorghum White,Kibaale,Western,2025,5,May,Q2,Lean Season,1232,01/05/2025
Sorghum White,Kibaale,Western,2025,6,Jun,Q2,Lean Season,1189,01/06/2025
Sorghum White,Kibaale,Western,2025,7,Jul,Q3,Early Harvest,1113,01/07/2025
Sorghum White,Kibaale,Western,2025,8,Aug,Q3,Early Harvest,1082,01/08/2025
Sorghum White,Kibaale,Western,2025,9,Sep,Q3,Early Harvest,1004,01/09/2025
Sorghum White,Kibaale,Western,2025,10,Oct,Q4,Peak Lean,940,01/10/2025
Sorghum White,Kibaale,Western,2025,11,Nov,Q4,Post-Harvest,880,01/11/2025
Sorghum White,Kibaale,Western,2025,12,Dec,Q4,Post-Harvest,975,01/12/2025
Sorghum White,Kiryadongo,Northern,2024,1,Jan,Q1,Post-Harvest,960,01/01/2024
Sorghum White,Kiryadongo,Northern,2024,2,Feb,Q1,Post-Harvest,991,01/02/2024
Sorghum White,Kiryadongo,Northern,2024,3,Mar,Q1,Lean Season,1039,01/03/2024
Sorghum White,Kiryadongo,Northern,2024,4,Apr,Q2,Lean Season,1068,01/04/2024
Sorghum White,Kiryadongo,Northern,2024,5,May,Q2,Lean Season,1090,01/05/2024
Sorghum White,Kiryadongo,Northern,2024,6,Jun,Q2,Lean Season,1051,01/06/2024
Sorghum White,Kiryadongo,Northern,2024,7,Jul,Q3,Early Harvest,1002,01/07/2024
Sorghum White,Kiryadongo,Northern,2024,8,Aug,Q3,Early Harvest,968,01/08/2024
Sorghum White,Kiryadongo,Northern,2024,9,Sep,Q3,Early Harvest,918,01/09/2024
Sorghum White,Kiryadongo,Northern,2024,10,Oct,Q4,Peak Lean,828,01/10/2024
Sorghum White,Kiryadongo,Northern,2024,11,Nov,Q4,Post-Harvest,788,01/11/2024
Sorghum White,Kiryadongo,Northern,2024,12,Dec,Q4,Post-Harvest,865,01/12/2024
Sorghum White,Kiryadongo,Northern,2025,1,Jan,Q1,Post-Harvest,1029,01/01/2025
Sorghum White,Kiryadongo,Northern,2025,2,Feb,Q1,Post-Harvest,1057,01/02/2025
Sorghum White,Kiryadongo,Northern,2025,3,Mar,Q1,Lean Season,1107,01/03/2025
Sorghum White,Kiryadongo,Northern,2025,4,Apr,Q2,Lean Season,1138,01/04/2025
Sorghum White,Kiryadongo,Northern,2025,5,May,Q2,Lean Season,1181,01/05/2025
Sorghum White,Kiryadongo,Northern,2025,6,Jun,Q2,Lean Season,1130,01/06/2025
Sorghum White,Kiryadongo,Northern,2025,7,Jul,Q3,Early Harvest,1075,01/07/2025
Sorghum White,Kiryadongo,Northern,2025,8,Aug,Q3,Early Harvest,1014,01/08/2025
Sorghum White,Kiryadongo,Northern,2025,9,Sep,Q3,Early Harvest,973,01/09/2025
Sorghum White,Kiryadongo,Northern,2025,10,Oct,Q4,Peak Lean,882,01/10/2025
Sorghum White,Kiryadongo,Northern,2025,11,Nov,Q4,Post-Harvest,844,01/11/2025
Sorghum White,Kiryadongo,Northern,2025,12,Dec,Q4,Post-Harvest,939,01/12/2025
Sorghum White,Kitgum,Northern,2024,1,Jan,Q1,Post-Harvest,903,01/01/2024
Sorghum White,Kitgum,Northern,2024,2,Feb,Q1,Post-Harvest,928,01/02/2024
Sorghum White,Kitgum,Northern,2024,3,Mar,Q1,Lean Season,992,01/03/2024
Sorghum White,Kitgum,Northern,2024,4,Apr,Q2,Lean Season,1012,01/04/2024
Sorghum White,Kitgum,Northern,2024,5,May,Q2,Lean Season,1048,01/05/2024
Sorghum White,Kitgum,Northern,2024,6,Jun,Q2,Lean Season,998,01/06/2024
Sorghum White,Kitgum,Northern,2024,7,Jul,Q3,Early Harvest,951,01/07/2024
Sorghum White,Kitgum,Northern,2024,8,Aug,Q3,Early Harvest,914,01/08/2024
Sorghum White,Kitgum,Northern,2024,9,Sep,Q3,Early Harvest,872,01/09/2024
Sorghum White,Kitgum,Northern,2024,10,Oct,Q4,Peak Lean,780,01/10/2024
Sorghum White,Kitgum,Northern,2024,11,Nov,Q4,Post-Harvest,756,01/11/2024
Sorghum White,Kitgum,Northern,2024,12,Dec,Q4,Post-Harvest,831,01/12/2024
Sorghum White,Kitgum,Northern,2025,1,Jan,Q1,Post-Harvest,972,01/01/2025
Sorghum White,Kitgum,Northern,2025,2,Feb,Q1,Post-Harvest,996,01/02/2025
Sorghum White,Kitgum,Northern,2025,3,Mar,Q1,Lean Season,1030,01/03/2025
Sorghum White,Kitgum,Northern,2025,4,Apr,Q2,Lean Season,1078,01/04/2025
Sorghum White,Kitgum,Northern,2025,5,May,Q2,Lean Season,1101,01/05/2025
Sorghum White,Kitgum,Northern,2025,6,Jun,Q2,Lean Season,1058,01/06/2025
Sorghum White,Kitgum,Northern,2025,7,Jul,Q3,Early Harvest,1003,01/07/2025
Sorghum White,Kitgum,Northern,2025,8,Aug,Q3,Early Harvest,965,01/08/2025
Sorghum White,Kitgum,Northern,2025,9,Sep,Q3,Early Harvest,917,01/09/2025
Sorghum White,Kitgum,Northern,2025,10,Oct,Q4,Peak Lean,824,01/10/2025
Sorghum White,Kitgum,Northern,2025,11,Nov,Q4,Post-Harvest,802,01/11/2025
Sorghum White,Kitgum,Northern,2025,12,Dec,Q4,Post-Harvest,872,01/12/2025
Sorghum White,Kyegegwa,Western,2024,1,Jan,Q1,Post-Harvest,1025,01/01/2024
Sorghum White,Kyegegwa,Western,2024,2,Feb,Q1,Post-Harvest,1054,01/02/2024
Sorghum White,Kyegegwa,Western,2024,3,Mar,Q1,Lean Season,1107,01/03/2024
Sorghum White,Kyegegwa,Western,2024,4,Apr,Q2,Lean Season,1138,01/04/2024
Sorghum White,Kyegegwa,Western,2024,5,May,Q2,Lean Season,1166,01/05/2024
Sorghum White,Kyegegwa,Western,2024,6,Jun,Q2,Lean Season,1115,01/06/2024
Sorghum White,Kyegegwa,Western,2024,7,Jul,Q3,Early Harvest,1041,01/07/2024
Sorghum White,Kyegegwa,Western,2024,8,Aug,Q3,Early Harvest,1016,01/08/2024
Sorghum White,Kyegegwa,Western,2024,9,Sep,Q3,Early Harvest,974,01/09/2024
Sorghum White,Kyegegwa,Western,2024,10,Oct,Q4,Peak Lean,854,01/10/2024
Sorghum White,Kyegegwa,Western,2024,11,Nov,Q4,Post-Harvest,844,01/11/2024
Sorghum White,Kyegegwa,Western,2024,12,Dec,Q4,Post-Harvest,920,01/12/2024
Sorghum White,Kyegegwa,Western,2025,1,Jan,Q1,Post-Harvest,1075,01/01/2025
Sorghum White,Kyegegwa,Western,2025,2,Feb,Q1,Post-Harvest,1111,01/02/2025
Sorghum White,Kyegegwa,Western,2025,3,Mar,Q1,Lean Season,1165,01/03/2025
Sorghum White,Kyegegwa,Western,2025,4,Apr,Q2,Lean Season,1211,01/04/2025
Sorghum White,Kyegegwa,Western,2025,5,May,Q2,Lean Season,1246,01/05/2025
Sorghum White,Kyegegwa,Western,2025,6,Jun,Q2,Lean Season,1178,01/06/2025
Sorghum White,Kyegegwa,Western,2025,7,Jul,Q3,Early Harvest,1111,01/07/2025
Sorghum White,Kyegegwa,Western,2025,8,Aug,Q3,Early Harvest,1079,01/08/2025
Sorghum White,Kyegegwa,Western,2025,9,Sep,Q3,Early Harvest,1029,01/09/2025
Sorghum White,Kyegegwa,Western,2025,10,Oct,Q4,Peak Lean,931,01/10/2025
Sorghum White,Kyegegwa,Western,2025,11,Nov,Q4,Post-Harvest,879,01/11/2025
Sorghum White,Kyegegwa,Western,2025,12,Dec,Q4,Post-Harvest,994,01/12/2025
Sorghum White,Lira,Northern,2024,1,Jan,Q1,Post-Harvest,993,01/01/2024
Sorghum White,Lira,Northern,2024,2,Feb,Q1,Post-Harvest,1030,01/02/2024
Sorghum White,Lira,Northern,2024,3,Mar,Q1,Lean Season,1081,01/03/2024
Sorghum White,Lira,Northern,2024,4,Apr,Q2,Lean Season,1098,01/04/2024
Sorghum White,Lira,Northern,2024,5,May,Q2,Lean Season,1151,01/05/2024
Sorghum White,Lira,Northern,2024,6,Jun,Q2,Lean Season,1096,01/06/2024
Sorghum White,Lira,Northern,2024,7,Jul,Q3,Early Harvest,1034,01/07/2024
Sorghum White,Lira,Northern,2024,8,Aug,Q3,Early Harvest,1007,01/08/2024
Sorghum White,Lira,Northern,2024,9,Sep,Q3,Early Harvest,952,01/09/2024
Sorghum White,Lira,Northern,2024,10,Oct,Q4,Peak Lean,848,01/10/2024
Sorghum White,Lira,Northern,2024,11,Nov,Q4,Post-Harvest,811,01/11/2024
Sorghum White,Lira,Northern,2024,12,Dec,Q4,Post-Harvest,893,01/12/2024
Sorghum White,Lira,Northern,2025,1,Jan,Q1,Post-Harvest,1042,01/01/2025
Sorghum White,Lira,Northern,2025,2,Feb,Q1,Post-Harvest,1092,01/02/2025
Sorghum White,Lira,Northern,2025,3,Mar,Q1,Lean Season,1141,01/03/2025
Sorghum White,Lira,Northern,2025,4,Apr,Q2,Lean Season,1177,01/04/2025
Sorghum White,Lira,Northern,2025,5,May,Q2,Lean Season,1209,01/05/2025
Sorghum White,Lira,Northern,2025,6,Jun,Q2,Lean Season,1149,01/06/2025
Sorghum White,Lira,Northern,2025,7,Jul,Q3,Early Harvest,1108,01/07/2025
Sorghum White,Lira,Northern,2025,8,Aug,Q3,Early Harvest,1067,01/08/2025
Sorghum White,Lira,Northern,2025,9,Sep,Q3,Early Harvest,1014,01/09/2025
Sorghum White,Lira,Northern,2025,10,Oct,Q4,Peak Lean,893,01/10/2025
Sorghum White,Lira,Northern,2025,11,Nov,Q4,Post-Harvest,864,01/11/2025
Sorghum White,Lira,Northern,2025,12,Dec,Q4,Post-Harvest,973,01/12/2025
Sorghum White,Luwero,Central,2024,1,Jan,Q1,Post-Harvest,1065,01/01/2024
Sorghum White,Luwero,Central,2024,2,Feb,Q1,Post-Harvest,1096,01/02/2024
Sorghum White,Luwero,Central,2024,3,Mar,Q1,Lean Season,1141,01/03/2024
Sorghum White,Luwero,Central,2024,4,Apr,Q2,Lean Season,1183,01/04/2024
Sorghum White,Luwero,Central,2024,5,May,Q2,Lean Season,1215,01/05/2024
Sorghum White,Luwero,Central,2024,6,Jun,Q2,Lean Season,1139,01/06/2024
Sorghum White,Luwero,Central,2024,7,Jul,Q3,Early Harvest,1103,01/07/2024
Sorghum White,Luwero,Central,2024,8,Aug,Q3,Early Harvest,1076,01/08/2024
Sorghum White,Luwero,Central,2024,9,Sep,Q3,Early Harvest,1004,01/09/2024
Sorghum White,Luwero,Central,2024,10,Oct,Q4,Peak Lean,905,01/10/2024
Sorghum White,Luwero,Central,2024,11,Nov,Q4,Post-Harvest,873,01/11/2024
Sorghum White,Luwero,Central,2024,12,Dec,Q4,Post-Harvest,959,01/12/2024
Sorghum White,Luwero,Central,2025,1,Jan,Q1,Post-Harvest,1152,01/01/2025
Sorghum White,Luwero,Central,2025,2,Feb,Q1,Post-Harvest,1173,01/02/2025
Sorghum White,Luwero,Central,2025,3,Mar,Q1,Lean Season,1234,01/03/2025
Sorghum White,Luwero,Central,2025,4,Apr,Q2,Lean Season,1259,01/04/2025
Sorghum White,Luwero,Central,2025,5,May,Q2,Lean Season,1292,01/05/2025
Sorghum White,Luwero,Central,2025,6,Jun,Q2,Lean Season,1245,01/06/2025
Sorghum White,Luwero,Central,2025,7,Jul,Q3,Early Harvest,1175,01/07/2025
Sorghum White,Luwero,Central,2025,8,Aug,Q3,Early Harvest,1136,01/08/2025
Sorghum White,Luwero,Central,2025,9,Sep,Q3,Early Harvest,1081,01/09/2025
Sorghum White,Luwero,Central,2025,10,Oct,Q4,Peak Lean,983,01/10/2025
Sorghum White,Luwero,Central,2025,11,Nov,Q4,Post-Harvest,930,01/11/2025
Sorghum White,Luwero,Central,2025,12,Dec,Q4,Post-Harvest,1029,01/12/2025
Sorghum White,Masindi,Western,2024,1,Jan,Q1,Post-Harvest,1077,01/01/2024
Sorghum White,Masindi,Western,2024,2,Feb,Q1,Post-Harvest,1110,01/02/2024
Sorghum White,Masindi,Western,2024,3,Mar,Q1,Lean Season,1151,01/03/2024
Sorghum White,Masindi,Western,2024,4,Apr,Q2,Lean Season,1189,01/04/2024
Sorghum White,Masindi,Western,2024,5,May,Q2,Lean Season,1239,01/05/2024
Sorghum White,Masindi,Western,2024,6,Jun,Q2,Lean Season,1173,01/06/2024
Sorghum White,Masindi,Western,2024,7,Jul,Q3,Early Harvest,1122,01/07/2024
Sorghum White,Masindi,Western,2024,8,Aug,Q3,Early Harvest,1093,01/08/2024
Sorghum White,Masindi,Western,2024,9,Sep,Q3,Early Harvest,1022,01/09/2024
Sorghum White,Masindi,Western,2024,10,Oct,Q4,Peak Lean,916,01/10/2024
Sorghum White,Masindi,Western,2024,11,Nov,Q4,Post-Harvest,884,01/11/2024
Sorghum White,Masindi,Western,2024,12,Dec,Q4,Post-Harvest,987,01/12/2024
Sorghum White,Masindi,Western,2025,1,Jan,Q1,Post-Harvest,1130,01/01/2025
Sorghum White,Masindi,Western,2025,2,Feb,Q1,Post-Harvest,1193,01/02/2025
Sorghum White,Masindi,Western,2025,3,Mar,Q1,Lean Season,1232,01/03/2025
Sorghum White,Masindi,Western,2025,4,Apr,Q2,Lean Season,1277,01/04/2025
Sorghum White,Masindi,Western,2025,5,May,Q2,Lean Season,1314,01/05/2025
Sorghum White,Masindi,Western,2025,6,Jun,Q2,Lean Season,1260,01/06/2025
Sorghum White,Masindi,Western,2025,7,Jul,Q3,Early Harvest,1179,01/07/2025
Sorghum White,Masindi,Western,2025,8,Aug,Q3,Early Harvest,1149,01/08/2025
Sorghum White,Masindi,Western,2025,9,Sep,Q3,Early Harvest,1076,01/09/2025
Sorghum White,Masindi,Western,2025,10,Oct,Q4,Peak Lean,979,01/10/2025
Sorghum White,Masindi,Western,2025,11,Nov,Q4,Post-Harvest,945,01/11/2025
Sorghum White,Masindi,Western,2025,12,Dec,Q4,Post-Harvest,1058,01/12/2025
Sorghum White,Mbale,Eastern,2024,1,Jan,Q1,Post-Harvest,1077,01/01/2024
Sorghum White,Mbale,Eastern,2024,2,Feb,Q1,Post-Harvest,1114,01/02/2024
Sorghum White,Mbale,Eastern,2024,3,Mar,Q1,Lean Season,1175,01/03/2024
Sorghum White,Mbale,Eastern,2024,4,Apr,Q2,Lean Season,1205,01/04/2024
Sorghum White,Mbale,Eastern,2024,5,May,Q2,Lean Season,1254,01/05/2024
Sorghum White,Mbale,Eastern,2024,6,Jun,Q2,Lean Season,1189,01/06/2024
Sorghum White,Mbale,Eastern,2024,7,Jul,Q3,Early Harvest,1128,01/07/2024
Sorghum White,Mbale,Eastern,2024,8,Aug,Q3,Early Harvest,1097,01/08/2024
Sorghum White,Mbale,Eastern,2024,9,Sep,Q3,Early Harvest,1034,01/09/2024
Sorghum White,Mbale,Eastern,2024,10,Oct,Q4,Peak Lean,931,01/10/2024
Sorghum White,Mbale,Eastern,2024,11,Nov,Q4,Post-Harvest,889,01/11/2024
Sorghum White,Mbale,Eastern,2024,12,Dec,Q4,Post-Harvest,982,01/12/2024
Sorghum White,Mbale,Eastern,2025,1,Jan,Q1,Post-Harvest,1146,01/01/2025
Sorghum White,Mbale,Eastern,2025,2,Feb,Q1,Post-Harvest,1191,01/02/2025
Sorghum White,Mbale,Eastern,2025,3,Mar,Q1,Lean Season,1242,01/03/2025
Sorghum White,Mbale,Eastern,2025,4,Apr,Q2,Lean Season,1272,01/04/2025
Sorghum White,Mbale,Eastern,2025,5,May,Q2,Lean Season,1335,01/05/2025
Sorghum White,Mbale,Eastern,2025,6,Jun,Q2,Lean Season,1271,01/06/2025
Sorghum White,Mbale,Eastern,2025,7,Jul,Q3,Early Harvest,1197,01/07/2025
Sorghum White,Mbale,Eastern,2025,8,Aug,Q3,Early Harvest,1163,01/08/2025
Sorghum White,Mbale,Eastern,2025,9,Sep,Q3,Early Harvest,1100,01/09/2025
Sorghum White,Mbale,Eastern,2025,10,Oct,Q4,Peak Lean,980,01/10/2025
Sorghum White,Mbale,Eastern,2025,11,Nov,Q4,Post-Harvest,961,01/11/2025
Sorghum White,Mbale,Eastern,2025,12,Dec,Q4,Post-Harvest,1029,01/12/2025
Sorghum White,Mubende,Western,2024,1,Jan,Q1,Post-Harvest,1066,01/01/2024
Sorghum White,Mubende,Western,2024,2,Feb,Q1,Post-Harvest,1096,01/02/2024
Sorghum White,Mubende,Western,2024,3,Mar,Q1,Lean Season,1154,01/03/2024
Sorghum White,Mubende,Western,2024,4,Apr,Q2,Lean Season,1179,01/04/2024
Sorghum White,Mubende,Western,2024,5,May,Q2,Lean Season,1222,01/05/2024
Sorghum White,Mubende,Western,2024,6,Jun,Q2,Lean Season,1161,01/06/2024
Sorghum White,Mubende,Western,2024,7,Jul,Q3,Early Harvest,1119,01/07/2024
Sorghum White,Mubende,Western,2024,8,Aug,Q3,Early Harvest,1071,01/08/2024
Sorghum White,Mubende,Western,2024,9,Sep,Q3,Early Harvest,1009,01/09/2024
Sorghum White,Mubende,Western,2024,10,Oct,Q4,Peak Lean,927,01/10/2024
Sorghum White,Mubende,Western,2024,11,Nov,Q4,Post-Harvest,869,01/11/2024
Sorghum White,Mubende,Western,2024,12,Dec,Q4,Post-Harvest,955,01/12/2024
Sorghum White,Mubende,Western,2025,1,Jan,Q1,Post-Harvest,1133,01/01/2025
Sorghum White,Mubende,Western,2025,2,Feb,Q1,Post-Harvest,1176,01/02/2025
Sorghum White,Mubende,Western,2025,3,Mar,Q1,Lean Season,1204,01/03/2025
Sorghum White,Mubende,Western,2025,4,Apr,Q2,Lean Season,1263,01/04/2025
Sorghum White,Mubende,Western,2025,5,May,Q2,Lean Season,1296,01/05/2025
Sorghum White,Mubende,Western,2025,6,Jun,Q2,Lean Season,1243,01/06/2025
Sorghum White,Mubende,Western,2025,7,Jul,Q3,Early Harvest,1176,01/07/2025
Sorghum White,Mubende,Western,2025,8,Aug,Q3,Early Harvest,1138,01/08/2025
Sorghum White,Mubende,Western,2025,9,Sep,Q3,Early Harvest,1078,01/09/2025
Sorghum White,Mubende,Western,2025,10,Oct,Q4,Peak Lean,982,01/10/2025
Sorghum White,Mubende,Western,2025,11,Nov,Q4,Post-Harvest,930,01/11/2025
Sorghum White,Mubende,Western,2025,12,Dec,Q4,Post-Harvest,1008,01/12/2025
Sorghum White,Mutukula,Western,2024,1,Jan,Q1,Post-Harvest,1146,01/01/2024
Sorghum White,Mutukula,Western,2024,2,Feb,Q1,Post-Harvest,1189,01/02/2024
Sorghum White,Mutukula,Western,2024,3,Mar,Q1,Lean Season,1234,01/03/2024
Sorghum White,Mutukula,Western,2024,4,Apr,Q2,Lean Season,1287,01/04/2024
Sorghum White,Mutukula,Western,2024,5,May,Q2,Lean Season,1319,01/05/2024
Sorghum White,Mutukula,Western,2024,6,Jun,Q2,Lean Season,1274,01/06/2024
Sorghum White,Mutukula,Western,2024,7,Jul,Q3,Early Harvest,1207,01/07/2024
Sorghum White,Mutukula,Western,2024,8,Aug,Q3,Early Harvest,1155,01/08/2024
Sorghum White,Mutukula,Western,2024,9,Sep,Q3,Early Harvest,1104,01/09/2024
Sorghum White,Mutukula,Western,2024,10,Oct,Q4,Peak Lean,988,01/10/2024
Sorghum White,Mutukula,Western,2024,11,Nov,Q4,Post-Harvest,935,01/11/2024
Sorghum White,Mutukula,Western,2024,12,Dec,Q4,Post-Harvest,1050,01/12/2024
Sorghum White,Mutukula,Western,2025,1,Jan,Q1,Post-Harvest,1216,01/01/2025
Sorghum White,Mutukula,Western,2025,2,Feb,Q1,Post-Harvest,1268,01/02/2025
Sorghum White,Mutukula,Western,2025,3,Mar,Q1,Lean Season,1320,01/03/2025
Sorghum White,Mutukula,Western,2025,4,Apr,Q2,Lean Season,1351,01/04/2025
Sorghum White,Mutukula,Western,2025,5,May,Q2,Lean Season,1414,01/05/2025
Sorghum White,Mutukula,Western,2025,6,Jun,Q2,Lean Season,1334,01/06/2025
Sorghum White,Mutukula,Western,2025,7,Jul,Q3,Early Harvest,1273,01/07/2025
Sorghum White,Mutukula,Western,2025,8,Aug,Q3,Early Harvest,1217,01/08/2025
Sorghum White,Mutukula,Western,2025,9,Sep,Q3,Early Harvest,1174,01/09/2025
Sorghum White,Mutukula,Western,2025,10,Oct,Q4,Peak Lean,1040,01/10/2025
Sorghum White,Mutukula,Western,2025,11,Nov,Q4,Post-Harvest,989,01/11/2025
Sorghum White,Mutukula,Western,2025,12,Dec,Q4,Post-Harvest,1099,01/12/2025
Sorghum White,Natete,Central,2024,1,Jan,Q1,Post-Harvest,1202,01/01/2024
Sorghum White,Natete,Central,2024,2,Feb,Q1,Post-Harvest,1230,01/02/2024
Sorghum White,Natete,Central,2024,3,Mar,Q1,Lean Season,1290,01/03/2024
Sorghum White,Natete,Central,2024,4,Apr,Q2,Lean Season,1342,01/04/2024
Sorghum White,Natete,Central,2024,5,May,Q2,Lean Season,1363,01/05/2024
Sorghum White,Natete,Central,2024,6,Jun,Q2,Lean Season,1311,01/06/2024
Sorghum White,Natete,Central,2024,7,Jul,Q3,Early Harvest,1226,01/07/2024
Sorghum White,Natete,Central,2024,8,Aug,Q3,Early Harvest,1215,01/08/2024
Sorghum White,Natete,Central,2024,9,Sep,Q3,Early Harvest,1140,01/09/2024
Sorghum White,Natete,Central,2024,10,Oct,Q4,Peak Lean,1024,01/10/2024
Sorghum White,Natete,Central,2024,11,Nov,Q4,Post-Harvest,965,01/11/2024
Sorghum White,Natete,Central,2024,12,Dec,Q4,Post-Harvest,1090,01/12/2024
Sorghum White,Natete,Central,2025,1,Jan,Q1,Post-Harvest,1260,01/01/2025
Sorghum White,Natete,Central,2025,2,Feb,Q1,Post-Harvest,1305,01/02/2025
Sorghum White,Natete,Central,2025,3,Mar,Q1,Lean Season,1381,01/03/2025
Sorghum White,Natete,Central,2025,4,Apr,Q2,Lean Season,1416,01/04/2025
Sorghum White,Natete,Central,2025,5,May,Q2,Lean Season,1463,01/05/2025
Sorghum White,Natete,Central,2025,6,Jun,Q2,Lean Season,1378,01/06/2025
Sorghum White,Natete,Central,2025,7,Jul,Q3,Early Harvest,1330,01/07/2025
Sorghum White,Natete,Central,2025,8,Aug,Q3,Early Harvest,1272,01/08/2025
Sorghum White,Natete,Central,2025,9,Sep,Q3,Early Harvest,1214,01/09/2025
Sorghum White,Natete,Central,2025,10,Oct,Q4,Peak Lean,1079,01/10/2025
Sorghum White,Natete,Central,2025,11,Nov,Q4,Post-Harvest,1039,01/11/2025
Sorghum White,Natete,Central,2025,12,Dec,Q4,Post-Harvest,1148,01/12/2025
Sorghum White,Nwoya,Northern,2024,1,Jan,Q1,Post-Harvest,958,01/01/2024
Sorghum White,Nwoya,Northern,2024,2,Feb,Q1,Post-Harvest,1005,01/02/2024
Sorghum White,Nwoya,Northern,2024,3,Mar,Q1,Lean Season,1039,01/03/2024
Sorghum White,Nwoya,Northern,2024,4,Apr,Q2,Lean Season,1071,01/04/2024
Sorghum White,Nwoya,Northern,2024,5,May,Q2,Lean Season,1084,01/05/2024
Sorghum White,Nwoya,Northern,2024,6,Jun,Q2,Lean Season,1039,01/06/2024
Sorghum White,Nwoya,Northern,2024,7,Jul,Q3,Early Harvest,1005,01/07/2024
Sorghum White,Nwoya,Northern,2024,8,Aug,Q3,Early Harvest,972,01/08/2024
Sorghum White,Nwoya,Northern,2024,9,Sep,Q3,Early Harvest,906,01/09/2024
Sorghum White,Nwoya,Northern,2024,10,Oct,Q4,Peak Lean,829,01/10/2024
Sorghum White,Nwoya,Northern,2024,11,Nov,Q4,Post-Harvest,779,01/11/2024
Sorghum White,Nwoya,Northern,2024,12,Dec,Q4,Post-Harvest,882,01/12/2024
Sorghum White,Nwoya,Northern,2025,1,Jan,Q1,Post-Harvest,1029,01/01/2025
Sorghum White,Nwoya,Northern,2025,2,Feb,Q1,Post-Harvest,1048,01/02/2025
Sorghum White,Nwoya,Northern,2025,3,Mar,Q1,Lean Season,1112,01/03/2025
Sorghum White,Nwoya,Northern,2025,4,Apr,Q2,Lean Season,1138,01/04/2025
Sorghum White,Nwoya,Northern,2025,5,May,Q2,Lean Season,1175,01/05/2025
Sorghum White,Nwoya,Northern,2025,6,Jun,Q2,Lean Season,1120,01/06/2025
Sorghum White,Nwoya,Northern,2025,7,Jul,Q3,Early Harvest,1062,01/07/2025
Sorghum White,Nwoya,Northern,2025,8,Aug,Q3,Early Harvest,1039,01/08/2025
Sorghum White,Nwoya,Northern,2025,9,Sep,Q3,Early Harvest,957,01/09/2025
Sorghum White,Nwoya,Northern,2025,10,Oct,Q4,Peak Lean,883,01/10/2025
Sorghum White,Nwoya,Northern,2025,11,Nov,Q4,Post-Harvest,838,01/11/2025
Sorghum White,Nwoya,Northern,2025,12,Dec,Q4,Post-Harvest,925,01/12/2025
Sorghum White,Pader,Northern,2024,1,Jan,Q1,Post-Harvest,912,01/01/2024
Sorghum White,Pader,Northern,2024,2,Feb,Q1,Post-Harvest,947,01/02/2024
Sorghum White,Pader,Northern,2024,3,Mar,Q1,Lean Season,1004,01/03/2024
Sorghum White,Pader,Northern,2024,4,Apr,Q2,Lean Season,1026,01/04/2024
Sorghum White,Pader,Northern,2024,5,May,Q2,Lean Season,1050,01/05/2024
Sorghum White,Pader,Northern,2024,6,Jun,Q2,Lean Season,999,01/06/2024
Sorghum White,Pader,Northern,2024,7,Jul,Q3,Early Harvest,964,01/07/2024
Sorghum White,Pader,Northern,2024,8,Aug,Q3,Early Harvest,920,01/08/2024
Sorghum White,Pader,Northern,2024,9,Sep,Q3,Early Harvest,889,01/09/2024
Sorghum White,Pader,Northern,2024,10,Oct,Q4,Peak Lean,794,01/10/2024
Sorghum White,Pader,Northern,2024,11,Nov,Q4,Post-Harvest,759,01/11/2024
Sorghum White,Pader,Northern,2024,12,Dec,Q4,Post-Harvest,826,01/12/2024
Sorghum White,Pader,Northern,2025,1,Jan,Q1,Post-Harvest,966,01/01/2025
Sorghum White,Pader,Northern,2025,2,Feb,Q1,Post-Harvest,1017,01/02/2025
Sorghum White,Pader,Northern,2025,3,Mar,Q1,Lean Season,1043,01/03/2025
Sorghum White,Pader,Northern,2025,4,Apr,Q2,Lean Season,1084,01/04/2025
Sorghum White,Pader,Northern,2025,5,May,Q2,Lean Season,1132,01/05/2025
Sorghum White,Pader,Northern,2025,6,Jun,Q2,Lean Season,1075,01/06/2025
Sorghum White,Pader,Northern,2025,7,Jul,Q3,Early Harvest,1037,01/07/2025
Sorghum White,Pader,Northern,2025,8,Aug,Q3,Early Harvest,973,01/08/2025
Sorghum White,Pader,Northern,2025,9,Sep,Q3,Early Harvest,936,01/09/2025
Sorghum White,Pader,Northern,2025,10,Oct,Q4,Peak Lean,844,01/10/2025
Sorghum White,Pader,Northern,2025,11,Nov,Q4,Post-Harvest,814,01/11/2025
